name,latitude,longitude
Measuring the Influence of Long Range Dependencies with Neural Network Language Models,34.651375,-1.898762
Google Web 1T 5-Grams Made Easy (but not for the computer),46.66139,0.360556
Development of a Medical-text Parsing Algorithm Based on Character Adjacent Probability Distribution for Japanese Radiology Reports,50.773216,15.074422
Sentence modeling for extractive speech summarization,48.710705,2.219269
A hybrid language model based on a combination of <i>N</i> -grams and stochastic context-free grammars,29.597198,-90.711136
The CMU-EBMT machine translation system,51.575096,-1.313869
A language model based on semantically clustered words in a Chinese character recognition system,36.144596,128.39319
Alzheimer's Disease in the Community,56.16872,10.19759
Measuring similarity of android applications via reversing and K-gram birthmarking,24.53839,120.78958
Incorporation of a language model into a brain computer interface based speller through HMMs,33.74976,113.21002
Modeling the scholars: Detecting intertextuality through enhanced word-level n-gram matching,51.517406,-0.120582
Fast Lexicon-Based Scene Text Recognition with Sparse Belief Propagation,58.542084,31.263016
Constructing Maximum Entropy Language Models for Movie Review Subjectivity Analysis,24.08237,120.69453
"Tools for automatic lexicon maintenance: acquisition, error correction, and the generation of missing values",39.002865,117.37847
Geo-centric language models for local business voice search,18.545046,73.80813
A System for Evaluation of Arabic Root Extraction Methods,52.65461,-1.178972
Dynamic language modeling for European Portuguese,43.636044,3.864294
An n-Gram Based Approach to Multi-Labeled Web Page Genre Classification,47.840187,1.944462
Toward a probabilistic automata model of some aspects of code-switching,34.690598,133.92139
Short message dictation on Symbian series 60 mobile phones,50.09,36.25
Consolidation of Subtasks for Target Task in Pipelined NLP Model,40.37328,-3.627378
Predicting Chinese text entry speeds on mobile phones,40.00509,-75.151596
A cross坼language personalized recommendation model in digital libraries,27.606962,77.59324
Machine recognition of human language Part II - Theoretical models of speech perception and language,51.026608,13.71933
Incorporating diverse information sources in handwriting recognition postprocessing,40.443844,-3.715997
Answer models for question answering passage retrieval,48.819927,2.324594
Phoneme-in-context modeling for dragon's continuous speech recognizer,30.106394,31.242735
Language models for contextual error detection and correction,52.81333,6.39667
Classification of Facemarks Using N-gram,-33.39208,-70.57289
The Second Stasimon of the Oedipus Tyrannus.,44.02056,-88.54571
"On the interaction between true source, training, and testing language models",35.052555,118.35114
Relative N-gram signatures: Document visualization at the level of character N-grams,19.6996,-155.0816
Semi-supervised learning for cursive handwriting recognition using keyword spotting,54.078415,12.111673
Language model combination and adaptation usingweighted finite state transducers,18.4225,-66.05556
Trainable question-answering systems,40.14183,-82.94554
Investigating the role of machine translated text in ASR domain adaptation: Unsupervised and semi-supervised methods,39.91109,116.35889
Dialogue Speech Recognition by Combining Hierarchical Topic Classification and Language Model Switching,38.911667,-77.075554
Improved language modelling through better language model evaluation measures,34.348495,107.16059
Simulation of aphasic naming errors in finnish language with neural networks,35.039616,111.04593
Sequencing in a connectionist model of language processing,23.732597,-99.144745
Topic-Dependent Language Model with Voting on Noun History,47.535892,19.034134
Improved semantic retrieval of spoken content by language models enhanced with acoustic similarity graph,45.459743,9.200115
Domain-specific disambiguation for typing with ambiguous keyboards,31.324095,120.72342
Advances in the CMU/InterACT Arabic GALE transcription system,40.732944,-73.98448
Employing web search query click logs for multi-domain spoken language understanding,22.65056,120.328125
Abbreviated text input using language modeling,45.19074,5.717382
Subphonetic modeling for speech recognition,52.41639,12.969167
Private Intellectuals and Public Perplexity: The Economics Profession and the Economic Crisis,45.784435,4.767766
AN IMPROVED ARABIC WORDa??S ROOTS EXTRACTION METHOD USING N-GRAM TECHNIQUE,53.12453,18.007662
Efficient mobile phone Chinese optical character recognition systems by use of heuristic fuzzy rules and bigram Markov language models,42.29891,-87.89468
Question retrieval with user intent,41.89551,-87.61834
Parsing with probabilistic strictly locally testable tree languages,43.815575,-91.23352
Bilingual word spectral clustering for statistical machine translation,36.32306,50.03083
Dependent Hierarchical Normalized Random Measures for Dynamic Topic Modeling,40.713715,-112.0007
Sound-based distributional models,28.366158,77.54009
Unsupervised class-based language model adaptation for spontaneous speech recognition,43.72432,7.280738
Recognition of books by verification and retraining,5.559392,95.326645
Incorporating the vector space model in a neural network used for document retrieval,43.65538,-79.38645
Improving the robustness of prosody dependent language modeling based on prosody syntax dependence,30.653446,51.589878
Handling Noisy Queries in Cross Language FAQ Retrieval,53.29111,-6.378611
Language Model Mixtures for Contextual Ad Placement in Personal Blogs,-20.233889,57.49703
Together We Can: Bilingual Bootstrapping for WSD,35.676453,139.77303
Compassion and Perplexity,44.53238,10.863802
Using phone durations in finnish large vocabulary continuous speech recognition,32.021645,44.375076
Target-oriented phone tokenizers for spoken language recognition,40.47679,-3.694169
Heuristic based script identification from multilingual text documents,45.79051,24.145727
Exact decoding for jointly labeling and chunking sequences,39.966007,116.35177
Classification of heterogeneous text data for robust domain-specific language modeling,23.131964,113.37156
CONTEXT-SENSITIVE LANGUAGE MODELING FOR LARGE SETS OF PROPER NOUNS IN MULTIMODAL DIALOGUE SYSTEMS,-23.56636,-46.738075
"A Study on Effects of Implicit and Explicit Language Model Information
  for DBLSTM-CTC Based Handwriting Recognition",26.674595,91.81251
Secondary Diagonal FLD for Fingerspelling Recognition,23.411139,116.63993
Gastrointestinal stromal tumour 〞 Evolving concepts,39.9461,-75.2075
An ontology-based evidential framework for video indexing using high-level multimodal fusion,35.599213,139.65085
Unsupervised language model adaptation using n-gram weighting,50.022804,14.4629
Modeling Norms of Turn-Taking in Multi-Party Conversation,51.98801,5.6712
Speech Recognition System Combination for Machine Translation,58.952778,5.733333
Transliteration by bidirectional statistical machine translation,38.90904,-77.04011
Exploring asymmetric clustering for statistical language modeling,34.98199,135.6879
A comparison of continuous vs. discrete image models for probabilistic image and video retrieval,36.102234,120.459335
Relevance language modeling for speech recognition,22.469929,91.790405
Analysis and system combination of phrase- andN-gram-based statistical machine translation systems,43.135365,141.249
An efficient A* stack decoder algorithm for continuous speech recognition with a stochastic language model,28.882652,105.44458
Integration of utterance verification with statistical language modeling and spoken language understanding,32.065987,118.82951
GWU-HASP: Hybrid Arabic Spelling and Punctuation Corrector,59.739822,30.38869
Automatic Music Genre Classification Using a Hierarchical Clustering and a Language Model Approach,37.436207,-122.17502
Exploiting contextual information for prosodic event detection using auto-context,41.145775,121.12657
Integrating morphology into automatic speech recognition,38.925575,-77.04299
Disambiguating effectively Chinese polyphonic ambiguity based on unify approach,52.63064,-1.081717
Japanese large-vocabulary continuous-speech recognition using a business-newspaper corpus,55.665653,37.48816
A Class-based Language Model Approach to Chinese Named Entity Identification,36.030678,140.10622
"A language-independent, open-vocabulary system based on HMMs for recognition of ultra low resolution words",35.714977,139.57365
A Novel Language-Model-Based Approach for Image Object Mining and Re-ranking,29.762363,-95.37947
Using Multilingual Units for Improved Modeling of Pronunciation Variants,44.479794,-73.19412
K-TLSS(S) language models for speech recognition,48.848724,2.321306
Optimizing n?gram Order of an n?gram Based Language Identification Algorithm for 68 Written Languages,-3.745939,-38.57502
Clustering words for statistical language models based on contextual word similarity,48.150803,11.581033
Turn-Based Language Modeling for spoken dialog systems,29.582048,52.57922
Efficient Left-to-Right Hierarchical Phrase-Based Translation with Improved Reordering,47.745792,-3.390293
A novel statistical chinese language model and its application in pinyin-to-character conversion,55.763645,37.580433
Coherence Modeling for the Automated Assessment of Spontaneous Spoken Responses,43.614376,7.07045
Improving LVCSR system combination using neural network language model cross adaptation,37.364933,-5.978864
Recurrent Memory Network for Language Modeling.,50.887413,5.967863
Biases in Predicting the Human Language Model,56.9313,24.064285
Factored Statistical Machine Translation for Grammatical Error Correction,44.50083,11.356944
Korektor -- A System for Contextual Spell-Checking and Diacritics Completion,55.700897,13.191856
Character Language Models for Chinese Word Segmentation and Named Entity Recognition,36.1822,127.1117
Good Seed Makes a Good Crop: Accelerating Active Learning Using Language Modeling,35.841084,-90.67959
Chinese Word Spelling Correction Based on N-gram Ranked Inverted Index List,51.49361,7.228889
Authorship Attribution Using a Neural Network Language Model,3.059674,101.6872
"Finding Key Bloggers, One Post At A Time",42.255585,-72.5745
A "NATURAL" LEXICALIZATION MODEL FOR LANGUAGE GENERATION,48.57909,7.766304
